name,year,lowermiddlequarter,suburb,incomeperstudent,fulltimenonteachers,state,schooltype,uppermiddlequarter,netrecurrentincome,topquarter,schoolsector,capitalexpenditure,icseavalue,fulltimeteachers,location,totalenrollments,bottomquarter,schoolheading,studentteacherratio,type,ratio,tophalf,midics,readingyear3,writingyear3,spellingyear3,grammaryear3,numeracyyear3,readingyear5,writingyear5,spellingyear5,grammaryear5,numeracyyear5,readingyear7,writingyear7,spellingyear7,grammaryear7,numeracyyear7,readingyear9,writingyear9,spellingyear9,grammaryear9,numeracyyear9,_merge,missy3,missy5,missy7,missy9,rawy3agg,rawy5agg,rawy7agg,rawy9agg,y3aggregate,y5aggregate,y7aggregate,y9aggregate,reporticsea,incomequartile,y3quartile,y3agg10,ics10,fitted
Alberton Primary School,2014,27,Queenstown,14166,10.4,SA,Primary,19,3640781,13,Government,0,931,20.6,Metropolitan,264,41,"Alberton Primary School, Queenstown, SA",,Primary,12.81553364,0,below,396,366,406,387,375,454,439,449,444,417,561,493,532,536,543,,,,,,3,0,0,0,5,1930,2203,2665,,1930,2203,2665,,report ICSEA,3,4,19300,9310,"1,871.932739"
Albion North Primary School,2014,25,Sunshine North,11541,4.2,VIC,Primary,16,2492900,4,Government,28370,935,15.7,Metropolitan,249,56,"Albion North Primary School, Sunshine North, VIC",,Primary,15.85987282,0,below,376,399,414,389,406,473,486,512,481,506,,,,,,,,,,,3,0,0,5,5,1984,2458,,,1984,2458,,,report ICSEA,2,4,19840,9350,"1,879.723999"
Albion Park High School,2014,33,Albion Park,13435,15.1,NSW,Secondary,19,11377164,6,Government,244317,965,63.9,Metropolitan,826,41,"Albion Park High School, Albion Park, NSW",,Secondary,12.92644787,0,below,,,,,,,,,,,530,500,548,538,527,565,520,572,554,567,3,5,5,0,0,,,2643,2778,,,2643,2778,report ICSEA,3,,,9650,"1,938.158203"
Albion Park Public School,2014,36,Albion Park,10836,5.4,NSW,Primary,20,4670431,9,Government,61607,977,24.8,Metropolitan,425,35,"Albion Park Public School, Albion Park, NSW",,Primary,17.13709641,0,below,403,401,403,413,382,489,465,498,506,458,,,,,,,,,,,3,0,0,5,5,2002,2416,,,2002,2416,,,report ICSEA,2,4,20020,9770,"1,961.53186"
Albion Park Rail Public School,2014,25,Albion Park,14036,8.7,NSW,Primary,9,4912730,2,Government,99640,888,25.3,Metropolitan,322,63,"Albion Park Rail Public School, Albion Park, NSW",,Primary,12.72727299,0,below,369,335,384,371,364,434,392,436,421,433,,,,,,,,,,,3,0,0,5,5,1823,2116,,,1823,2116,,,report ICSEA,3,4,18230,8880,"1,788.177002"
Albion Primary School,2014,23,Albion,12750,13.5,VIC,Primary,15,1886969,5,Government,40974,930,11.2,Metropolitan,157,57,"Albion Primary School, Albion, VIC",14.01785714,Primary,14.01785755,0,below,403,405,414,426,399,495,482,508,487,480,,,,,,,,,,,3,0,0,5,5,2047,2452,,,2047,2452,,,report ICSEA,3,4,20470,9300,"1,869.984863"
Albuera Street Primary School,2014,11,Battery Point,10662,6.9,TAS,Primary,26,2475683,60,Government,0,1140,12.8,Metropolitan,260,3,"Albuera Street Primary School, Battery Point, TAS",,Primary,20.3125,1,above,483,434,421,474,465,546,480,545,542,519,,,,,,,,,,,3,0,0,5,5,2277,2632,,,2277,2632,,,report ICSEA,2,4,22770,11400,"2,279.024658"
Albury High School,2014,29,Albury,11981,14.2,NSW,Secondary,28,12955975,20,Government,399298,1019,73.5,Provincial,1049,23,"Albury High School, Albury, NSW",,Secondary,14.27210903,0,above,,,,,,,,,,,541,497,542,534,541,570,546,578,563,584,3,5,5,0,0,,,2655,2841,,,2655,2841,report ICSEA,2,,,10190,"2,043.339844"
Albury North Public School,2014,18,Albury,15444,3.7,NSW,Primary,12,4169876,3,Government,138341,882,23.4,Provincial,269,68,"Albury North Public School, Albury, NSW",,Primary,11.49572659,0,below,359,317,359,352,332,450,385,444,445,438,,,,,,,,,,,3,0,0,5,5,1719,2162,,,1719,2162,,,report ICSEA,3,4,17190,8820,"1,776.490112"
Albury Public School,2014,22,Albury,9541,4.1,NSW,Primary,31,5600332,35,Government,205471,1065,31.5,Provincial,584,12,"Albury Public School, Albury, NSW",,Primary,18.53968239,1,above,436,405,421,450,431,518,482,520,530,511,,,,,,,,,,,3,0,0,5,5,2143,2561,,,2143,2561,,,report ICSEA,1 (lowest income),4,21430,10650,"2,132.938965"
Albury West Public School,2014,27,Albury,15748,1.7,NSW,Primary,12,1984282,5,Government,40253,898,11.1,Provincial,126,55,"Albury West Public School, Albury, NSW",,Primary,11.35135174,0,below,349,317,306,322,295,473,425,445,463,470,,,,,,,,,,,3,0,0,5,5,1589,2276,,,1589,2276,,,report ICSEA,3,4,15890,8980,"1,807.655029"
Albury Wodonga Community College,2014,,Albury,11817,,NSW,Special,,612125,,Non-government,116,,8.1,Provincial,29,,"Albury Wodonga Community College, Albury, Albury, NSW",,Special,3.580246925,1,above,,,,,,,,,,,,,,,,496,337,514,485,511,3,5,5,5,0,,,,2343,,,,2343,no ICSEA,2,,,,
Albury Wodonga Community College,2014,,Wodonga,11343,,VIC,Special,,1156945,,Non-government,852,,5,Provincial,63,,"Albury Wodonga Community College, Wodonga, VIC",,Special,12.60000038,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,2,,,,
Alcoota School,2014,2,Engawala,22729,0.5,NT,Combined,1,954604,0,Government,60,583,3,Very Remote,34,97,"Alcoota School, Engawala, NT",,Combined,11.33333302,0,below,225,210,279,252,279,314,261,345,299,340,,,,,,,,,,,3,0,0,5,5,1245,1559,,,1245,1559,,,report ICSEA,4 (highest income),4,12450,5830,"1,194.095337"
Aldavilla Public School,2014,31,Yarravel,11046,2.6,NSW,Primary,13,3048763,3,Government,69192,910,15,Provincial,273,53,"Aldavilla Public School, Yarravel, NSW",,Primary,18.20000076,0,below,380,335,363,356,368,463,385,463,438,455,,,,,,,,,,,3,0,0,5,5,1802,2204,,,1802,2204,,,report ICSEA,2,4,18020,9100,"1,831.028687"
Aldercourt Primary School,2014,27,Frankston North,11701,6.1,VIC,Primary,10,2293483,0,Government,12532,922,15,Metropolitan,189,63,"Aldercourt Primary School, Frankston North, VIC",12.6,Primary,12.60000038,0,below,366,379,385,389,380,452,443,433,463,440,,,,,,,,,,,3,0,0,5,5,1899,2231,,,1899,2231,,,report ICSEA,2,4,18990,9220,"1,854.402466"
Aldgate Primary School,2014,12,Aldgate,10232,4.3,SA,Primary,31,2517019,54,Government,10941,1120,14.5,Metropolitan,256,3,"Aldgate Primary School, Aldgate, SA",,Primary,17.65517235,1,above,445,405,420,456,398,541,456,511,524,507,562,490,521,540,543,,,,,,3,0,0,0,5,2124,2539,2656,,2124,2539,2656,,report ICSEA,1 (lowest income),4,21240,11200,"2,240.068604"
Aldinga Beach B-7 School,2014,33,Aldinga,10252,12.7,SA,Primary,18,7007223,6,Government,6440,969,40,Metropolitan,646,42,"Aldinga Beach B-7 School, Aldinga, SA",,Primary,16.14999962,0,below,379,329,361,355,350,444,423,449,434,431,520,456,507,499,497,,,,,,3,0,0,0,5,1774,2181,2479,,1774,2181,2479,,report ICSEA,1 (lowest income),4,17740,9690,"1,945.949463"
Aldridge State High School,2014,30,Maryborough,14862,33.6,QLD,Secondary,19,14026609,7,Government,888274,962,87.6,Provincial,1005,43,"Aldridge State High School, Maryborough, QLD",,Secondary,11.47260284,0,below,,,,,,,,,,,,,,,,566,532,563,565,578,3,5,5,5,0,,,,2804,,,,2804,report ICSEA,3,,,9620,"1,932.314819"
Alekarenge School,2014,3,Ali Curung,20238,1,NT,Combined,1,2590509,0,Government,184,578,7.5,Very Remote,93,96,"Alekarenge School, Ali Curung, NT",,Combined,12.39999962,0,below,197,220,230,221,230,267,150,319,292,317,402,287,365,329,417,443,288,399,389,467,3,0,0,0,0,1098,1345,1800,1986,1098,1345,1800,1986,report ICSEA,4 (highest income),4,10980,5780,"1,184.356323"
Alexandra Bay State School,2014,27,Cape Tribulation,16396,2.2,QLD,Primary,31,639436,15,Government,21862,1014,2.9,Remote,35,27,"Alexandra Bay State School, Cape Tribulation, QLD",,Primary,12.06896591,0,above,478,448,457,507,428,571,536,581,551,533,,,,,,,,,,,3,0,0,5,5,2318,2772,,,2318,2772,,,report ICSEA,3,4,23180,10140,"2,033.60083"
Alexandra Hills State High School,2014,34,Alexandra Hills,11033,31.4,QLD,Secondary,27,15243397,10,Government,391559,993,98.6,Metropolitan,1319,30,"Alexandra Hills State High School, Alexandra Hills, QLD",,Secondary,13.37728214,0,below,,,,,,,,,,,525,474,516,515,515,564,537,566,564,577,3,5,5,0,0,,,2545,2808,,,2545,2808,report ICSEA,2,,,9930,"1,992.696899"
Alexandra Hills State School,2014,37,Alexandra Hills,14519,13.1,QLD,Primary,23,3934599,7,Government,27149,979,17.1,Metropolitan,203,33,"Alexandra Hills State School, Alexandra Hills, QLD",,Primary,11.87134457,0,below,440,397,421,451,379,465,434,444,475,434,,,,,,,,,,,3,0,0,5,5,2088,2252,,,2088,2252,,,report ICSEA,3,4,20880,9790,"1,965.42749"
Alexandra Primary School,2014,30,Alexandra,8743,3.4,VIC,Primary,20,1661255,11,Government,57400,980,12.6,Provincial,195,39,"Alexandra Primary School, Alexandra, VIC",,Primary,15.47619057,0,below,379,325,367,375,362,499,456,462,476,475,,,,,,,,,,,3,0,0,5,5,1808,2368,,,1808,2368,,,report ICSEA,1 (lowest income),4,18080,9800,"1,967.375366"
Alexandra Secondary College,2014,30,Alexandra,15910,8.4,VIC,Secondary,19,4932186,8,Government,212076,973,28.4,Provincial,291,43,"Alexandra Secondary College, Alexandra, VIC",,Secondary,10.24647903,0,below,,,,,,,,,,,534,476,515,518,527,569,502,562,550,571,3,5,5,0,0,,,2570,2754,,,2570,2754,report ICSEA,3,,,9730,"1,953.740723"
Alexandria Park Community School,2014,20,Alexandria,15708,10.5,NSW,Combined,29,7194290,35,Government,177638,1029,45,Metropolitan,548,17,"Alexandria Park Community School, Alexandria, NSW",,Combined,12.17777824,1,above,389,344,387,372,358,553,490,558,550,541,553,518,567,554,581,606,561,612,607,658,3,0,0,0,0,1850,2692,2773,3044,1850,2692,2773,3044,report ICSEA,3,4,18500,10290,"2,062.817871"
Alfords Point Public School,2014,23,Alfords Point,11117,2.3,NSW,Primary,31,2312346,36,Government,39950,1075,13.6,Metropolitan,213,10,"Alfords Point Public School, Alfords Point, NSW",,Primary,15.6617651,1,above,445,456,462,481,441,513,489,516,519,508,,,,,,,,,,,3,0,0,5,5,2285,2545,,,2285,2545,,,report ICSEA,2,4,22850,10750,"2,152.417236"
Alfred Deakin High School,2014,11,Deakin,14573,14.8,ACT,Secondary,25,11410695,60,Government,405500,1128,58.3,Metropolitan,781,4,"Alfred Deakin High School, Deakin, ACT",,Secondary,13.39622688,1,above,,,,,,,,,,,578,534,562,578,567,611,561,593,600,618,3,5,5,0,0,,,2819,2983,,,2819,2983,report ICSEA,3,,,11280,"2,255.650879"
Alfredton Primary School,2014,30,Alfredton,8339,5.9,VIC,Primary,29,4494607,22,Government,18734,1034,31.1,Provincial,570,19,"Alfredton Primary School, Alfredton, VIC",,Primary,18.32797432,1,above,426,392,404,435,405,501,439,471,495,486,,,,,,,,,,,3,0,0,5,5,2062,2392,,,2062,2392,,,report ICSEA,1 (lowest income),4,20620,10340,"2,072.556885"
Algester State School,2014,30,Algester,9514,20.5,QLD,Primary,32,9763466,18,Government,181076,1025,59.6,Metropolitan,1015,19,"Algester State School, Algester, QLD",,Primary,17.03020096,0,above,418,384,416,430,405,495,457,491,522,498,549,521,541,543,571,,,,,,3,0,0,0,5,2053,2463,2725,,2053,2463,2725,,report ICSEA,1 (lowest income),4,20530,10250,"2,055.026611"
Alia College,2014,12,Hawthorn East,22502,2.9,VIC,Secondary,24,1575125,63,Non-government,585,1129,15.5,Metropolitan,71,2,"Alia College, Hawthorn East, VIC",,Secondary,4.580645084,1,above,,,,,,,,,,,647,568,583,632,619,616,585,619,634,562,3,5,5,0,0,,,3049,3016,,,3049,3016,report ICSEA,4 (highest income),,,11290,"2,257.598877"
Alice Springs School Of The Air,2014,24,Alice Springs,27726,3.5,NT,Combined,26,2703263,16,Government,51691,922,14.6,Remote,85,34,"Alice Springs School Of The Air, Alice Springs, NT",5.821917808,Combined,5.821918011,0,below,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9220,"1,854.402466"
Alinjarra Primary School,2014,35,Alexander Heights,11856,10.5,WA,Primary,25,4639896,13,Government,4169,1001,21.3,Metropolitan,405,28,"Alinjarra Primary School, Alexander Heights, WA",,Primary,19.01408386,0,below,393,394,401,392,370,472,465,490,488,462,,,,,,,,,,,3,0,0,5,5,1950,2377,,,1950,2377,,,report ICSEA,2,4,19500,10010,"2,008.279297"
Alkimos Baptist College,2014,23,Merriwa,12814,6.5,WA,Combined,33,3242059,37,Non-government,4726071,1077,22.4,Metropolitan,266,7,"Alkimos Baptist College, Merriwa, WA",,Combined,11.875,1,above,464,404,425,451,434,499,483,503,515,491,584,523,611,572,580,593,552,594,584,576,3,0,0,0,0,2178,2491,2870,2899,2178,2491,2870,2899,report ICSEA,3,4,21780,10770,"2,156.312744"
Alkira Secondary College,2014,34,Cranbourne North,10121,14.9,VIC,Secondary,26,9068784,12,Government,244407,1002,77.3,Metropolitan,973,29,"Alkira Secondary College, Cranbourne North, VIC",,Secondary,12.58732224,0,below,,,,,,,,,,,540,521,543,537,545,575,560,583,573,581,3,5,5,0,0,,,2686,2872,,,2686,2872,report ICSEA,1 (lowest income),,,10020,"2,010.227173"
All Hallows Catholic Primary School,2014,11,Five Dock,10109,5.5,NSW,Primary,28,4033386,59,Non-government,112680,1132,20.8,Metropolitan,405,3,"All Hallows Catholic Primary School, Five Dock, NSW",,Primary,19.47115326,1,above,442,444,444,440,428,556,517,535,557,528,,,,,,,,,,,3,0,0,5,5,2198,2693,,,2198,2693,,,report ICSEA,1 (lowest income),4,21980,11320,"2,263.442139"
All Hallows School,2014,37,Gulgong,13867,1.6,NSW,Primary,19,1553050,7,Non-government,43502,973,9,Provincial,94,36,"All Hallows School, Gulgong, NSW",,Primary,10.44444466,0,below,419,376,424,430,431,508,460,500,471,479,,,,,,,,,,,3,0,0,5,5,2080,2418,,,2080,2418,,,report ICSEA,3,4,20800,9730,"1,953.740723"
All Hallows' School,2014,4,Brisbane,13412,64.6,QLD,Combined,17,19125260,78,Non-government,4404574,1185,101.4,Metropolitan,1435,1,"All Hallows' School, Brisbane, QLD",,Combined,14.15187359,1,above,,,,,,571,539,556,583,534,615,587,618,635,609,633,617,629,643,633,3,5,0,0,0,,2783,3064,3155,,2783,3064,3155,report ICSEA,3,,,11850,"2,366.676025"
All Saints Anglican School,2014,9,Merrimac,15099,70.1,QLD,Combined,29,26544005,60,Non-government,4969249,1133,134.9,Metropolitan,1781,2,"All Saints Anglican School, Merrimac, QLD",,Combined,13.20237255,1,above,458,445,438,485,438,540,497,513,541,526,591,557,576,598,603,625,607,622,629,652,3,0,0,0,0,2264,2617,2925,3135,2264,2617,2925,3135,report ICSEA,3,4,22640,11330,"2,265.390137"
All Saints Catholic Boys College,2014,31,Liverpool,13987,11.5,NSW,Secondary,28,7371282,14,Non-government,222137,1003,41.2,Metropolitan,513,28,"All Saints Catholic Boys College, Liverpool, NSW",,Secondary,12.45145607,0,below,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,,,,,,,,,report ICSEA,3,,,10030,"2,012.174927"
All Saints Catholic Girls College,2014,31,Liverpool,14024,10.3,NSW,Secondary,35,7166458,17,Non-government,224792,1024,39,Metropolitan,524,17,"All Saints Catholic Girls College, Liverpool, NSW",,Secondary,13.43589783,1,above,,,,,,,,,,,541,522,566,541,528,587,576,619,585,576,3,5,5,0,0,,,2698,2943,,,2698,2943,report ICSEA,3,,,10240,"2,053.078857"
All Saints Catholic Primary School,2014,26,Liverpool,10363,10.8,NSW,Primary,34,6735673,26,Non-government,61858,1043,33.6,Metropolitan,646,15,"All Saints Catholic Primary School, Liverpool, NSW",,Primary,19.22619057,1,above,414,408,437,429,380,486,469,517,496,483,,,,,,,,,,,3,0,0,5,5,2068,2451,,,2068,2451,,,report ICSEA,2,4,20680,10430,"2,090.087158"
All Saints Catholic Primary School,2014,31,Seaford,10006,10.8,SA,Primary,38,5113017,19,Non-government,109786,1036,28.3,Metropolitan,524,12,"All Saints Catholic Primary School, Seaford, SA",,Primary,18.51590157,1,above,399,386,393,379,377,484,462,502,485,465,577,523,577,569,532,,,,,,3,0,0,0,5,1934,2398,2778,,1934,2398,2778,,report ICSEA,1 (lowest income),4,19340,10360,"2,076.452637"
All Saints Catholic Senior College,2014,,Casula,14814,8.5,NSW,Secondary,,8141501,,Non-government,280298,,42.2,Metropolitan,544,,"All Saints Catholic Senior College, Casula, NSW",,Secondary,12.89099503,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,3,,,,
All Saints College,2014,15,Bathurst,20779,28.1,NSW,Combined,26,9807478,56,Non-government,131898,1119,41,Provincial,480,3,"All Saints College, Bathurst, NSW",,Combined,11.70731735,1,above,382,407,380,392,369,533,481,521,547,516,595,529,584,588,594,616,576,607,608,619,3,0,0,0,0,1930,2598,2890,3026,1930,2598,2890,3026,report ICSEA,4 (highest income),4,19300,11190,"2,238.120605"
All Saints College,2014,34,Maitland,14099,41.3,NSW,Secondary,27,30883482,17,Non-government,11930369,1014,161.5,Metropolitan,2191,22,"All Saints College, Maitland, NSW",,Secondary,13.56656361,0,above,,,,,,,,,,,542,504,537,538,537,579,542,578,570,589,3,5,5,0,0,,,2658,2858,,,2658,2858,report ICSEA,3,,,10140,"2,033.60083"
All Saints Greek Orthodox Grammar School,2014,23,Belmore,15415,16.6,NSW,Primary,31,9927045,36,Non-government,1267543,1074,51.1,Metropolitan,623,10,"All Saints Greek Orthodox Grammar School, Belmore, NSW",,Primary,12.19178104,1,above,435,466,437,455,416,509,528,534,541,512,550,528,561,563,571,590,579,604,603,603,3,0,0,0,0,2209,2624,2773,2979,2209,2624,2773,2979,report ICSEA,3,4,22090,10740,"2,150.469238"
All Saints Parish School,2014,29,Portland South,10221,3.2,VIC,Primary,28,2555283,20,Non-government,124714,1007,16.3,Provincial,249,23,"All Saints Parish School, Portland South, VIC",,Primary,15.27607346,0,above,399,393,391,401,387,490,467,495,498,460,,,,,,,,,,,3,0,0,5,5,1971,2410,,,1971,2410,,,report ICSEA,1 (lowest income),4,19710,10070,"2,019.966187"
All Saints Primary School,2014,16,Albany Creek,9061,15.1,QLD,Primary,34,6345523,46,Non-government,291168,1103,37.6,Metropolitan,725,4,"All Saints Primary School, Albany Creek, QLD",,Primary,19.28191566,1,above,427,406,398,443,404,514,498,519,518,496,571,549,556,579,552,,,,,,3,0,0,0,5,2078,2545,2807,,2078,2545,2807,,report ICSEA,1 (lowest income),4,20780,11030,"2,206.955811"
All Saints Primary School,2014,34,Tumbarumba,16487,0.8,NSW,Primary,28,708938,15,Non-government,32247,1012,3.8,Provincial,45,23,"All Saints Primary School, Tumbarumba, NSW",,Primary,11.84210491,0,above,355,351,363,381,351,,,,,,,,,,,,,,,,3,0,5,5,5,1801,,,,1801,,,,report ICSEA,3,4,18010,10120,"2,029.7052"
All Saints' College,2014,5,Bull Creek,20786,70.1,WA,Combined,22,23330580,72,Non-government,1926476,1172,97.2,Metropolitan,1134,1,"All Saints' College, Bull Creek, WA",,Combined,11.66666698,1,above,465,440,458,503,448,558,516,536,562,536,600,587,594,611,628,641,622,620,626,655,3,0,0,0,0,2314,2708,3020,3164,2314,2708,3020,3164,report ICSEA,4 (highest income),4,23140,11720,"2,341.354492"
All Saints' School,2014,25,Boonah,7988,5.5,QLD,Primary,30,1933116,27,Non-government,101166,1039,12.9,Provincial,238,19,"All Saints' School, Boonah, QLD",,Primary,18.44961166,1,above,388,396,354,390,351,506,480,493,504,501,546,522,556,563,545,,,,,,3,0,0,0,5,1879,2484,2732,,1879,2484,2732,,report ICSEA,1 (lowest income),4,18790,10390,"2,082.296143"
All Souls St Gabriels School,2014,34,Charters Towers,18403,26.3,QLD,Combined,22,6901003,11,Non-government,347127,972,35.5,Provincial,377,33,"All Souls St Gabriels School, Charters Towers, QLD",,Combined,10.61971855,0,below,378,373,388,410,369,483,459,457,453,466,552,505,513,531,519,549,502,533,548,564,3,0,0,0,0,1918,2318,2620,2696,1918,2318,2620,2696,report ICSEA,4 (highest income),4,19180,9720,"1,951.792847"
Allambie Heights Public School,2014,13,Allambie Heights,9010,4,NSW,Primary,30,4306885,54,Government,74444,1119,26.9,Metropolitan,518,3,"Allambie Heights Public School, Allambie Heights, NSW",,Primary,19.25650597,1,above,461,434,467,458,434,525,501,507,524,506,,,,,,,,,,,3,0,0,5,5,2254,2563,,,2254,2563,,,report ICSEA,1 (lowest income),4,22540,11190,"2,238.120605"
Allansford and District Primary School,2014,32,Allansford,9233,1.9,VIC,Primary,25,1431109,15,Government,5387,1008,9.7,Provincial,164,29,"Allansford and District Primary School, Allansford, VIC",,Primary,16.90721703,0,above,440,392,399,391,425,470,456,483,463,451,,,,,,,,,,,3,0,0,5,5,2047,2323,,,2047,2323,,,report ICSEA,1 (lowest income),4,20470,10080,"2,021.91394"
Allanson Primary School,2014,34,Allanson,16184,4.8,WA,Primary,22,1926265,6,Government,10003,980,7.8,Provincial,121,39,"Allanson Primary School, Allanson, WA",,Primary,15.51282024,0,below,361,365,338,362,348,515,465,469,498,489,520,461,498,507,507,,,,,,3,0,0,0,5,1774,2436,2493,,1774,2436,2493,,report ICSEA,3,4,17740,9800,"1,967.375366"
Allenby Gardens Primary School,2014,29,Allenby Gardens,10181,7.2,SA,Primary,29,4411471,25,Government,0,1041,25.3,Metropolitan,442,17,"Allenby Gardens Primary School, Allenby Gardens, SA",17.47035573,Primary,17.47035599,1,above,422,423,423,427,398,493,475,495,497,473,539,527,546,549,515,,,,,,3,0,0,0,5,2093,2433,2676,,2093,2433,2676,,report ICSEA,1 (lowest income),4,20930,10410,"2,086.19165"
Allendale East Area School,2014,38,Allendale East,14309,8.9,SA,Combined,22,2890517,7,Government,0,982,16.3,Provincial,199,34,"Allendale East Area School, Allendale East, SA",,Combined,12.2085886,0,below,437,411,427,427,374,506,462,498,487,490,564,510,538,555,559,655,594,650,641,608,3,0,0,0,0,2076,2443,2726,3148,2076,2443,2726,3148,report ICSEA,3,4,20760,9820,"1,971.270996"
Allendale Primary School,2014,25,Geraldton,13384,14.3,WA,Primary,10,4934535,2,Government,97420,882,22,Provincial,393,63,"Allendale Primary School, Geraldton, WA",,Primary,17.86363602,0,below,321,347,346,333,331,432,416,448,422,431,505,468,490,508,509,,,,,,3,0,0,0,5,1678,2149,2480,,1678,2149,2480,,report ICSEA,3,4,16780,8820,"1,776.490112"
Allenstown State School,2014,29,Rockhampton,13804,14.8,QLD,Primary,17,5306399,5,Government,79286,916,27.8,Provincial,404,49,"Allenstown State School, Rockhampton, QLD",,Primary,14.53237438,0,below,364,360,362,364,336,461,408,457,446,423,522,463,513,506,504,,,,,,3,0,0,0,5,1786,2195,2508,,1786,2195,2508,,report ICSEA,3,4,17860,9160,"1,842.715576"
Alligator Creek State School,2014,39,Alligator Creek,10012,9.9,QLD,Primary,19,3934728,4,Government,131196,959,21.6,Provincial,388,37,"Alligator Creek State School, Alligator Creek, QLD",,Primary,17.9629631,0,below,423,421,395,448,400,481,464,466,485,464,521,473,527,526,527,,,,,,3,0,0,0,5,2087,2360,2574,,2087,2360,2574,,report ICSEA,1 (lowest income),4,20870,9590,"1,926.471313"
Allora P-10 State School,2014,32,Allora,14723,11.1,QLD,Combined,19,3459816,7,Government,56797,949,18.5,Provincial,222,43,"Allora P-10 State School, Allora, QLD",,Combined,12,0,below,381,368,373,377,362,475,451,496,503,455,513,472,495,501,496,548,508,559,550,567,3,0,0,0,0,1861,2380,2477,2732,1861,2380,2477,2732,report ICSEA,3,4,18610,9490,"1,906.993286"
Alloway State School,2014,31,Bundaberg,14210,2.7,QLD,Primary,23,704797,4,Government,4969,968,3.4,Provincial,54,41,"Alloway State School, Bundaberg, QLD",,Primary,15.88235283,0,below,426,392,443,463,434,457,402,483,489,467,483,466,479,515,512,,,,,,3,0,0,0,5,2158,2298,2455,,2158,2298,2455,,report ICSEA,3,4,21580,9680,"1,944.001587"
